1;-58,64;;1;-64,91;;1;-59,02;;1;-59,78;;1;-52,84;;1;-52,01;;1;-54,42;;1;-60,58;;1;-67,65;;1;-58,67;;1;-56,61;;1;-55,15;;1;-66,76;;1;-54,99;;1;-58,87;;1;-55,77;;1;-58,45;;1;-70,36;;1;-61,69
2;-64,86;;2;-77,87;;2;-64,6;;2;-67,21;;2;-54,46;;2;-59,81;;2;-60,03;;2;-52,78;;2;-48,72;;2;-47,79;;2;-47,48;;2;-52,01;;2;-62,48;;2;-57,8;;2;-54,67;;2;-65,56;;2;-66,34;;2;-71,32;;2;-66,23
3;-62,73;;3;-65,67;;3;-62,28;;3;-71,51;;3;-70,78;;3;-64,82;;3;-55,66;;3;-62,23;;3;-51,49;;3;-47,51;;3;-56,4;;3;-58,88;;3;-58,54;;3;-65,6;;3;-64,58;;3;-60,41;;3;-60,97;;3;-65,66;;3;-64,53
4;-62,35;;4;-65,22;;4;-62,57;;4;-71,97;;4;-70,21;;4;-65,07;;4;-55,61;;4;-62,03;;4;-51,29;;4;-47,55;;4;-56,23;;4;-58,98;;4;-58,84;;4;-65,54;;4;-64,68;;4;-60,41;;4;-61,16;;4;-65,63;;4;-64,18
5;-62,34;;5;-65,09;;5;-64,69;;5;-58,96;;5;-57,11;;5;-56,35;;5;-56,96;;5;-52,85;;5;-51,06;;5;-61,13;;5;-49,42;;5;-48,56;;5;-54,09;;5;-53,37;;5;-66,8;;5;-69,95;;5;-65,34;;5;-65,88;;5;-61,74
6;-61,6;;6;-67,47;;6;-63,94;;6;-61,1;;6;-61,59;;6;-54,03;;6;-51,72;;6;-50,97;;6;-49,46;;6;-68,46;;6;-57,81;;6;-50,87;;6;-60,87;;6;-55,01;;6;-59,29;;6;-57,88;;6;-68,86;;6;-61,51;;6;-63,37
7;-65,42;;7;-69,54;;7;-67,75;;7;-70,36;;7;-63,39;;7;-63,15;;7;-61,64;;7;-68,88;;7;-60,85;;7;-56,03;;7;-61,89;;7;-62,44;;7;-62,86;;7;-61,75;;7;-65,01;;7;-62,16;;7;-66,79;;7;-67,72;;7;-68,15
8;-62,92;;8;-71,07;;8;-69,84;;8;-70,4;;8;-60,07;;8;-62,03;;8;-69,08;;8;-57,76;;8;-53,67;;8;-56,45;;8;-52,42;;8;-57,96;;8;-68,15;;8;-60,21;;8;-60,67;;8;-64,19;;8;-69,92;;8;-67,75;;8;-64,66
9;-62,52;;9;-68,89;;9;-65,39;;9;-68,27;;9;-60,28;;9;-62,78;;9;-56,78;;9;-55,88;;9;-56,93;;9;-52,06;;9;-53,82;;9;-53,14;;9;-56,81;;9;-60,39;;9;-55,76;;9;-64,81;;9;-69,06;;9;-68,3;;9;-63,58
10;-62,12;;10;-71,27;;10;-77,79;;10;-77,74;;10;-57,15;;10;-62,25;;10;-54,97;;10;-55,45;;10;-59,96;;10;-51,9;;10;-54,02;;10;-53,76;;10;-59,43;;10;-61,61;;10;-58,85;;10;-62,02;;10;-65,38;;10;-68,31;;10;-64,33
11;-61,85;;11;-71,68;;11;-78,28;;11;-77,67;;11;-58,59;;11;-65,39;;11;-57,15;;11;-56,53;;11;-58;;11;-51,85;;11;-54,27;;11;-53,82;;11;-58,85;;11;-62,13;;11;-57,41;;11;-65,74;;11;-72,82;;11;-68,18;;11;-63,43
12;-61,93;;12;-72,51;;12;-77,74;;12;-75,08;;12;-58,63;;12;-64,15;;12;-57,57;;12;-56,57;;12;-59,85;;12;-53,4;;12;-54,17;;12;-54,45;;12;-59,37;;12;-61,88;;12;-57,84;;12;-65,01;;12;-73,58;;12;-68,15;;12;-63,49
13;-61,94;;13;-74,02;;13;-87,33;;13;-72,12;;13;-56,78;;13;-62,94;;13;-57,82;;13;-54,72;;13;-54,74;;13;-51,72;;13;-51,45;;13;-52,94;;13;-59,51;;13;-59,87;;13;-56,16;;13;-67,11;;13;-79,16;;13;-68,35;;13;-63,38
14;-62,2;;14;-74,9;;14;-82,07;;14;-70,68;;14;-56,61;;14;-62,71;;14;-58,06;;14;-54,55;;14;-54,51;;14;-51,7;;14;-51,41;;14;-52,75;;14;-59,65;;14;-60,1;;14;-56,14;;14;-66,78;;14;-83,88;;14;-68,26;;14;-63,26
15;-58,59;;15;-56;;15;-57,02;;15;-60,87;;15;-61,92;;15;-61,17;;15;-69,74;;15;-61,24;;15;-64,81;;15;-64,22;;15;-57,14;;15;-59,18;;15;-58,48;;15;-62,88;;15;-55,05;;15;-67,02;;15;-61,16;;15;-56,33;;15;-54,85
16;-54,3;;16;-57,93;;16;-65,37;;16;-66,45;;16;-56,67;;16;-64,04;;16;-57,12;;16;-62,52;;16;-59,76;;16;-67,09;;16;-57,97;;16;-60,79;;16;-68,43;;16;-60,53;;16;-61,23;;16;-58,32;;16;-55,25;;16;-55,55;;16;-59,06
17;-63,94;;17;-67,66;;17;-58,88;;17;-56,76;;17;-51,84;;17;-50,61;;17;-55,32;;17;-58,9;;17;-62,75;;17;-64,32;;17;-54,54;;17;-61;;17;-51,26;;17;-49,24;;17;-54,5;;17;-49,11;;17;-54,19;;17;-67,24;;17;-66,35
18;-66,51;;18;-64,72;;18;-52,62;;18;-53,42;;18;-54,34;;18;-49,13;;18;-49,95;;18;-65,14;;18;-55,43;;18;-78,84;;18;-58,68;;18;-58,62;;18;-57,74;;18;-49,41;;18;-55,14;;18;-54,04;;18;-62,29;;18;-65,7;;18;-65,97
19;-63,99;;19;-69,55;;19;-68,97;;19;-70,46;;19;-62,29;;19;-63,23;;19;-62,61;;19;-63,79;;19;-65,87;;19;-62,15;;19;-59,62;;19;-60,02;;19;-63,32;;19;-61,8;;19;-62,54;;19;-62,9;;19;-68,11;;19;-67,69;;19;-66,28
20;-63,26;;20;-71,85;;20;-69,62;;20;-70,48;;20;-60,41;;20;-62,23;;20;-64,69;;20;-59,09;;20;-57,44;;20;-64,53;;20;-54,33;;20;-58,98;;20;-64,68;;20;-60,91;;20;-61,45;;20;-63,61;;20;-69,09;;20;-68,51;;20;-65,47
21;-60,86;;21;-69,61;;21;-68,04;;21;-74,65;;21;-60,99;;21;-63,52;;21;-58,66;;21;-63,98;;21;-67,56;;21;-55,96;;21;-61,99;;21;-61,47;;21;-60,02;;21;-63,45;;21;-62,29;;21;-63,83;;21;-66,32;;21;-70,77;;21;-64,32
22;-55,95;;22;-58,87;;22;-60,47;;22;-61,54;;22;-61,53;;22;-59,94;;22;-61,59;;22;-62,61;;22;-60,51;;22;-59,33;;22;-60,54;;22;-60,51;;22;-64,17;;22;-60,24;;22;-62,55;;22;-63,65;;22;-59,07;;22;-56,97;;22;-56,32
23;-61,34;;23;-69,53;;23;-64,76;;23;-67,98;;23;-59,8;;23;-63,15;;23;-55,25;;23;-55,18;;23;-60,84;;23;-52,21;;23;-56,93;;23;-52,66;;23;-57,08;;23;-61,03;;23;-58,16;;23;-62,22;;23;-64,83;;23;-67,44;;23;-62,28
24;-60,31;;24;-68,46;;24;-65,32;;24;-62,96;;24;-54,76;;24;-53,14;;24;-54,11;;24;-56,93;;24;-70,99;;24;-57,8;;24;-55,62;;24;-54,99;;24;-66,93;;24;-59,21;;24;-59,1;;24;-61,11;;24;-62,8;;24;-64,56;;24;-58,55
25;-63,76;;25;-66,89;;25;-63,69;;25;-59,14;;25;-53,7;;25;-50,93;;25;-53,37;;25;-57,26;;25;-71,38;;25;-57,49;;25;-53,56;;25;-57,85;;25;-66,78;;25;-54,66;;25;-58,09;;25;-55,85;;25;-60,56;;25;-61,1;;25;-58,12
26;-62,02;;26;-71,29;;26;-63,06;;26;-60,07;;26;-63,92;;26;-60,76;;26;-58,68;;26;-59,27;;26;-57,57;;26;-58,67;;26;-54,52;;26;-56,56;;26;-57,46;;26;-60,12;;26;-57,33;;26;-58,14;;26;-63,64;;26;-67,56;;26;-67,14
27;-62,11;;27;-64,91;;27;-62,09;;27;-70,8;;27;-69,68;;27;-64,69;;27;-55,62;;27;-62,69;;27;-51,39;;27;-47,46;;27;-56,09;;27;-58,79;;27;-58,36;;27;-65,79;;27;-64,28;;27;-60,37;;27;-60,75;;27;-65,65;;27;-64,26
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;-59,32473684;;17;-57,81105263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;-60,10631579;;18;-58,82578947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;-61,59210526;;5;-59,03631579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;-61,55368421;;25;-59,16736842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;-59,03631579;;6;-59,25315789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;-59,25315789;;1;-59,32473684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;-64,51473684;;2;-60,10631579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;-63,11684211;;22;-60,33473684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;-60,81315789;;24;-60,40263158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;-62,01631579;;15;-60,40368421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;-62,82315789;;16;-60,44105263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;-62,91421053;;23;-60,66684211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;-62,74;;9;-60,81315789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;-62,64315789;;26;-60,93578947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;-60,40368421;;27;-61,35684211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;-60,44105263;;4;-61,55368421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;-57,81105263;;3;-61,59210526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;-58,82578947;;10;-62,01631579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;-64,48368421;;14;-62,64315789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;-63,71736842;;13;-62,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;-64,12052632;;11;-62,82315789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;-60,33473684;;12;-62,91421053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;-60,66684211;;8;-63,11684211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;-60,40263158;;20;-63,71736842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;-59,16736842;;21;-64,12052632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;-60,93578947;;19;-64,48368421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;-61,35684211;;7;-64,51473684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
